SRR4425681,SRR4425689,SRR4425715,SRR4425701,SRR4425700,SRR4425686,SRR4425680,SRR4425695,SRR4425678,SRR4425687,SRR4425719,SRR4425688,SRR4425667,SRR4425699,SRR4425705,SRR4425716,SRR4425713,SRR4425708,SRR4425707,SRR4425694,SRR4425690,SRR4425659,SRR4425683,SRR4425685,SRR4425668,SRR4425693,SRR4425704,SRR4425670,SRR4425662,SRR4425712,SRR4425676,SRR4425706,SRR4425677,SRR4425702,SRR4425656,SRR4425660,SRR4425718,SRR4425709,SRR4425703,SRR4425672,SRR4425673,SRR4425697,SRR4425710,SRR4425684,SRR4425666,SRR4425714,SRR4425711,SRR4425717,SRR4425671,SRR4425679,SRR4425661,SRR4425698,SRR4425669,SRR4425692,SRR4425664,SRR4425657,SRR4425675,SRR4425691,SRR4425696,SRR4425658,SRR4425682,SRR4425663,SRR4425665,SRR4425674
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,214.0,47.0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5095|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,0,0,0,0,0,0,0,0,0,267.0,0,0,0,0,0,0,145.0,117.0,0
MEG_1057|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,19509.0,8703.0,3008.0,32.0,0,0,0,0,1771.0,0,12507.0,1439.0,1347.0,0,1557.0,0,0,0,0,7688.0,13.0,0,3514.0,20.0,7647.0,962.0,2503.0,822.0,0,873.0,0,3106.0,0,2942.0,928.0,0,3852.0,0,0,1821.0,8657.0,0,38020.0,8957.0,7777.0,0,0,0,1734.0,4357.0,4179.0,0,45224.0,7818.0,0,0,0,6895.0,0,29308.0,13464.0,0
MEG_4034|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,4213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,3866.0,0,0,5561.0,2402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1524|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,20.0,0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,12336.0,3404.0,10988.0,13549.0,6942.0,17397.0,16437.0,4574.0,11169.0,12581.0,9289.0,4977.0,1406.0,11253.0,10948.0,2483.0,2544.0,10268.0,11183.0,2474.0,10606.0,3085.0,11401.0,17385.0,2585.0,7091.0,17013.0,2427.0,2339.0,3362.0,12608.0,10851.0,14396.0,10370.0,2843.0,4482.0,4949.0,13305.0,16197.0,2611.0,8117.0,5612.0,5760.0,16151.0,1900.0,5475.0,3210.0,2379.0,2669.0,9764.0,1270.0,2492.0,4218.0,2364.0,1050.0,9703.0,9064.0,1112.0,10565.0,7052.0,14908.0,2634.0,3856.0,8186.0
MEG_5255|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,238.0,0,0,0,0,0,0,0,0,590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11816.0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,8012.0,4346.0,0,0,0,0,0,0,41.0,0,0,0,0,0
MEG_5340|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3893.0,0,0,0,0,0,0,0,0,0,4253.0,0,0,0,0,0,0,2890.0,1508.0,0
MEG_363|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0,0,0,0,0,0,0,0,0,0,122.0,0,0,0,0,0,0,72.0,57.0,0
MEG_6137|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation,0,0,63731.0,930.0,0,536.0,779.0,0,403.0,0,0,0,0,0,0,0,0,0,0,0,0,9554.0,313.0,624.0,0,0,1274.0,0,0,0,0,0,0,0,0,0,0,0,1714.0,0,0,0,47348.0,0,0,77346.0,42839.0,0,0,510.0,0,0,0,0,2549.0,0,0,0,0,0,0,1575.0,0,0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,1279.0,0,164317.0,49948.0,211891.0,200.0,91.0,550.0,172.0,30.0,86794.0,0,468.0,227451.0,14621.0,0,51140.0,14.0,47.0,0,98.0,1098494.0,240.0,102.0,127.0,0,11414.0,278.0,1176718.0,49332.0,2390.0,5522.0,111.0,96249.0,0,901713.0,41578.0,24.0,22759.0,0,2094.0,1111546.0,280062.0,46.0,4753.0,128753.0,79479.0,0,0,71.0,781908.0,390732.0,242.0,0,5271.0,9512.0,1545.0,0,1393.0,1271.0,1617.0,3338.0,2262.0,1666.0
MEG_1763|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,163.0,0,0,0,0,0,0,101.0,0,0
MEG_7092|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0,0,1350.0,89.0,1347.0,0,114.0,0,25.0,0,0,0,0,4040.0,0,0,0,0,0,0,0,92287.0,0,0,0,0,80.0,0,92940.0,1337.0,0,0,0,332.0,0,73297.0,1949.0,0,254.0,0,432.0,19861.0,2004.0,52.0,0,10348.0,6600.0,0,0,0,89778.0,5489.0,0,0,0,0,145.0,0,0,0,462.0,0,0,0
MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,357.0,0,673867.0,115218.0,36209.0,2432.0,352.0,278.0,1042.0,0,59352.0,0,338.0,22481.0,9102.0,0,111347.0,0,595.0,0,0,388154.0,719.0,317.0,288.0,3468.0,99073.0,252.0,366240.0,63842.0,280.0,40837.0,303.0,66139.0,0,174039.0,60918.0,618.0,26665.0,0,455.0,127039.0,342467.0,651.0,12225.0,204960.0,263671.0,0,0,1219.0,262379.0,61075.0,368.0,0,15336.0,40844.0,389.0,0,571.0,144515.0,791.0,8666.0,5385.0,229.0
MEG_6657|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6745|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,497.0,425.0,346.0,0,0,0,0,0,0,0,33.0,31.0,0,0,314.0,0,0,0,0,373.0,0,0,0,0,61.0,0,878.0,0,0,327.0,0,80.0,0,292.0,0,0,141.0,0,0,100.0,1003.0,0,203.0,595.0,226.0,0,0,0,562.0,357.0,0,0,206.0,166.0,0,0,0,0,0,140.0,68.0,0
MEG_6552|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS|RequiresSNPConfirmation,0,0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,63.0,0,10.0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,291.0,0,0,27.0,93.0,0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4025|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0,0,0,0,0,0,0,219.0,100.0,0
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,587.0,0,0,0,0,0,10.0,0,0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,0,0,0,2984.0,0,352.0,30.0,0,0,0,33.0,0,0,0,0,899.0,0,36.0,248.0,0,0,0,21.0,0,0,47.0,0,0,0,0,34.0,0,101.0,50.0,0,20238.0,23.0,20.0,39.0,21.0,0,0,0,1106.0,62.0,26669.0,0,0,23.0,0,14.0,0,15865.0,7086.0,0
MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,0,0,0,16.0,0,9.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,26.0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522.0,0
MEG_1030|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,616.0,242.0,2901.0,0,0,0,0,0,454.0,0,0,1038.0,36.0,0,3836.0,0,0,0,0,8637.0,0,0,0,0,164.0,0,2663.0,656.0,0,0,0,669.0,0,4767.0,1417.0,0,482.0,0,0,1528.0,713.0,0,52.0,2604.0,1400.0,0,0,0,1981.0,4342.0,0,0,0,222.0,0,0,0,0,0,50.0,42.0,0
MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,68.0,63.0,17.0,0,0,0,0,0,0,0,428.0,183.0,0,0,0,0,0,0,0,58.0,0,0,93.0,0,0,23.0,1120.0,0,0,0,0,434.0,0,167.0,0,0,648.0,0,0,271.0,110.0,0,1454.0,923.0,465.0,0,0,0,758.0,1060.0,159.0,0,1581.0,0,0,0,0,0,0,1096.0,532.0,0
MEG_2820|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,0,12126.0,1431.0,0,189.0,654.0,0,241.0,0,0,0,0,0,156.0,0,0,0,0,0,0,27.0,100.0,182.0,0,0,1371.0,0,14.0,155.0,0,0,57.0,1362.0,0,0,0,0,2670.0,0,0,0,19690.0,134.0,0,20307.0,13521.0,0,0,285.0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,14492.0,3075.0,12267.0,13779.0,8756.0,19688.0,13067.0,5138.0,10994.0,12400.0,10601.0,3930.0,1532.0,13340.0,10750.0,2445.0,2725.0,10460.0,11888.0,2667.0,9700.0,3960.0,11236.0,13999.0,2668.0,7524.0,19452.0,2660.0,3402.0,3948.0,15696.0,11486.0,10560.0,7922.0,2947.0,5563.0,5758.0,13879.0,12684.0,2675.0,11380.0,7051.0,6452.0,12486.0,1888.0,4144.0,2804.0,2614.0,2902.0,10951.0,1838.0,3226.0,4263.0,2648.0,1051.0,10173.0,10379.0,1180.0,12578.0,7933.0,16393.0,2893.0,4204.0,10713.0
MEG_3892|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,3006.0,1180.0,6.0,25.0,33.0,0,17.0,0,23.0,0,0,0,0,0,0,0,0,0,0,0,8.0,19.0,0,0,951.0,0,0,0,0,0,14.0,3501.0,0,0,0,0,4838.0,0,0,0,2645.0,12.0,0,5999.0,5012.0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0
MEG_2671|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,9185.0,2058.0,382.0,31.0,0,0,13.0,0,496.0,0,0,374.0,150.0,0,658.0,0,0,0,0,4183.0,0,12.0,0,47.0,1510.0,9.0,3987.0,264.0,0,401.0,0,1378.0,0,2391.0,411.0,8.0,596.0,0,0,1788.0,4848.0,19.0,38.0,3160.0,5648.0,0,0,13.0,4268.0,1541.0,0,0,97.0,623.0,0,0,0,2182.0,0,43.0,34.0,0
MEG_858|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,20.0,0,0,0,0,0,0,0,0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.0,0,0,0,0,114.0,0,57.0,0,0,160.0,0,0,113.0,0,0,563.0,410.0,226.0,0,0,0,363.0,429.0,31.0,0,643.0,0,0,0,0,0,0,423.0,264.0,0
MEG_7815|Metals|Copper_resistance|Copper_resistance_protein|YCNJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,109.0,0,0,0,0,0,0,18.0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,72.0,0,0,0,0,30.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,143.0,0,0,78.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,77570.0,683.0,0,724.0,694.0,0,414.0,0,0,0,0,0,0,0,0,0,0,0,0,9517.0,332.0,652.0,0,0,979.0,0,0,0,0,0,0,825.0,0,7660.0,0,0,877.0,0,0,0,52395.0,0,1789.0,83888.0,49023.0,0,0,598.0,0,0,0,0,2218.0,0,0,0,0,0,0,1195.0,0,0
MEG_3845|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10031.0,0,0,0,0,0,0,0,0,0,12436.0,0,0,0,0,0,0,7355.0,4106.0,0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,0,0,0,0,0,0,83.0,0,0,0,0,0,0,62.0,0,0
MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,290.0,0,455382.0,100717.0,52018.0,1241.0,167.0,244.0,435.0,0,32214.0,0,662.0,46520.0,12114.0,0,51021.0,0,265.0,0,59.0,276287.0,384.0,218.0,373.0,919.0,106241.0,284.0,273063.0,13243.0,236.0,55148.0,131.0,75147.0,0,165643.0,10604.0,357.0,42263.0,0,378.0,163290.0,234374.0,562.0,3748.0,174920.0,256829.0,0,0,563.0,302960.0,139622.0,374.0,0,4880.0,64270.0,273.0,0,269.0,80697.0,416.0,2319.0,2071.0,132.0
MEG_2942|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,559.0,506.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,451.0,0,53.0,0,0,0,0,357.0,0,4228.0,0,0,309.0,0,0,80.0,978.0,0,210.0,1010.0,438.0,0,0,0,22.0,139.0,11.0,0,189.0,0,0,0,0,0,0,207.0,130.0,0
MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,0,0,1992.0,415.0,3271.0,0,0,0,0,38.0,444.0,0,165.0,0,106513.0,0,34226.0,132.0,0,0,0,873.0,0,0,61.0,25.0,0,0,35.0,57728.0,0,34201.0,0,761.0,0,0,10543.0,227.0,513.0,0,0,111.0,1661.0,0,1009.0,7295.0,4546.0,0,0,0,0,0,59.0,0,1198.0,638.0,35.0,0,0,4172.0,0,747.0,468.0,0
MEG_5817|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,90.0,0,106227.0,35099.0,13313.0,469.0,57.0,75.0,235.0,0,5900.0,0,138.0,8989.0,3858.0,0,10342.0,0,78.0,0,0,58138.0,197.0,77.0,102.0,618.0,28958.0,123.0,61360.0,3669.0,51.0,13901.0,80.0,27821.0,0,37173.0,6027.0,83.0,11740.0,0,90.0,35230.0,65037.0,194.0,1125.0,42985.0,74629.0,0,0,288.0,57554.0,22834.0,105.0,0,1441.0,11406.0,62.0,0,85.0,47986.0,108.0,860.0,720.0,0
MEG_1676|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,850.0,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6809|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,250.0,437.0,366.0,0,0,0,0,0,0,0,0,49.0,0,0,145.0,0,0,0,0,129.0,0,0,0,0,70.0,0,366.0,0,0,380.0,0,124.0,0,129.0,0,0,138.0,0,0,104.0,537.0,0,0,306.0,113.0,0,0,0,254.0,280.0,0,0,21.0,163.0,0,0,0,0,0,0,0,0
MEG_6513|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITA,0,0,316.0,141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,471.0,0,0,463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,466.0,290.0,263.0,0,0,0,0,0,46.0,0,0,0,0,0,172.0,0,0,0,0,448.0,0,0,0,0,73.0,0,565.0,0,0,267.0,0,61.0,0,174.0,0,0,206.0,0,0,74.0,825.0,0,0,461.0,184.0,0,0,0,371.0,242.0,0,0,46.0,131.0,0,0,0,0,0,30.0,0,0
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,96.0,0,0,0,0,0,0,0,0,0
MEG_879|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,43.0,0,0,0,0,0,0,0,0,202.0,67.0,0,0,0,0,0,0,0,0,0,0,47.0,0,0,0,499.0,0,0,0,0,282.0,0,86.0,0,0,339.0,0,0,131.0,0,0,813.0,545.0,273.0,0,0,0,388.0,566.0,76.0,0,823.0,0,0,0,0,0,0,569.0,305.0,0
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,5858.0,3523.0,139.0,18.0,28.0,0,0,0,150.0,0,5549.0,351.0,1131.0,0,80.0,0,0,0,0,511.0,0,26.0,1482.0,0,1889.0,519.0,2533.0,524.0,0,188.0,21.0,26876.0,0,537.0,71.0,0,14793.0,0,0,369.0,6818.0,26.0,28646.0,29350.0,22853.0,0,0,0,1030.0,1429.0,1627.0,0,36478.0,752.0,0,0,0,34.0,0,20652.0,9692.0,0
MEG_7393|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.0,0,0,0,0,0,0,106.0,0,0,0,0,0,0,243.0,0,0,0,0,0,0,0,0,152.0,0,0,0,0,0,27.0,0,0,0,212.0,0,0,0,0,0,0,0,127.0,0
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,403.0,0,287048.0,43721.0,7980.0,714.0,917.0,177.0,770.0,0,5935.0,0,2326.0,15740.0,2337.0,0,5434.0,0,0,0,0,318892.0,657.0,1082.0,541.0,17.0,21402.0,539.0,301795.0,6382.0,414.0,796.0,686.0,109644.0,9.0,238438.0,14759.0,0,49128.0,0,229.0,63105.0,492057.0,830.0,51290.0,760760.0,472423.0,0,0,751.0,265711.0,20671.0,1078.0,0,56522.0,716.0,102.0,0,268.0,769.0,459.0,31675.0,17539.0,141.0
MEG_6970|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,515.0,257.0,63399.0,8646.0,7937.0,185.0,0,157.0,130.0,562.0,245402.0,116.0,177058.0,10318.0,143792.0,233.0,602498.0,538.0,963.0,252.0,512.0,125241.0,140.0,53.0,43079.0,1156.0,1912.0,22152.0,139448.0,497535.0,599.0,30518.0,101.0,17571.0,187.0,96333.0,751595.0,504.0,2851.0,371.0,379.0,57461.0,90407.0,0,898413.0,32731.0,10913.0,322.0,425.0,60.0,103242.0,20169.0,100193.0,254.0,986745.0,50478.0,328.0,72.0,367.0,39262.0,482.0,667540.0,284431.0,323.0
MEG_3507|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.0,0,0,0,0,0,0,0,0,0,429.0,0,0,0,0,0,0,207.0,0,0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,596.0,0,753717.0,190906.0,112462.0,2989.0,401.0,480.0,1151.0,0,55708.0,0,1097.0,70298.0,31180.0,0,83308.0,0,508.0,0,112.0,488304.0,1019.0,567.0,783.0,4210.0,198179.0,884.0,483696.0,30711.0,360.0,116665.0,435.0,200031.0,0,286755.0,46219.0,663.0,82701.0,0,626.0,251427.0,381249.0,1382.0,10473.0,310701.0,544088.0,0,0,1466.0,466719.0,208286.0,723.0,0,14290.0,110852.0,476.0,0,664.0,403256.0,827.0,7992.0,5296.0,238.0
MEG_1148|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,110805.0,6473.0,0,891.0,71.0,0,237.0,0,0,0,0,0,0,0,0,0,0,0,0,5118.0,186.0,0,54.0,0,22386.0,0,7021.0,345.0,0,0,0,802.0,0,2156.0,458.0,0,1619.0,0,0,732.0,17047.0,0,0,5073.0,4453.0,0,0,467.0,2268.0,0,24.0,0,0,0,0,0,0,1308.0,0,274.0,302.0,0
MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695.0,0,0,0,3360.0,0,0,0,0,4480.0,0,0,0,0,0,0,0,0,0,3121.0,0,0,0,0,0,0,0,0,0,1122682.0,0,0,2690.0,3147.0,0,0,0,10085.0,4139.0,1533001.0,0,0,2051.0,0,0,0,942032.0,395102.0,0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,981.0,2243.0,1573.0,0,0,0,0,0,98.0,0,0,91.0,0,0,1221.0,0,0,0,0,1267.0,0,0,0,0,342.0,0,1722.0,0,0,2072.0,0,417.0,0,781.0,0,0,647.0,0,0,344.0,3684.0,0,184.0,1821.0,1012.0,0,0,0,987.0,814.0,0,0,169.0,807.0,0,0,0,0,0,90.0,86.0,0
MEG_2697|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0
MEG_2532|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,579.0,0,0,0,0,0,0,0,0
MEG_1679|Drugs|MLS|23S_rRNA_methyltransferases|CFR,1212.0,0,0,0,4824.0,0,0,0,0,151.0,355.0,31.0,0,7477.0,2132.0,0,0,149.0,266.0,0,141.0,3812.0,0,0,0,72.0,0,0,1764.0,304.0,2063.0,319.0,0,0,0,2851.0,404.0,115.0,0,0,1790.0,52897.0,0,0,0,0,0,0,0,0,1815.0,13869.0,0,0,0,373.0,1138.0,0,1261.0,150.0,1483.0,0,0,1429.0
MEG_1675|Drugs|betalactams|Class_B_betalactamases|CFIA,0,0,824.0,311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2948|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.0,0,0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,739.0,120.0,599.0,0,0,0,0,0,168.0,0,0,1886.0,30.0,0,95.0,0,0,0,0,9247.0,0,0,0,0,40.0,0,2263.0,31.0,0,28.0,0,0,0,5476.0,353.0,0,63.0,0,23.0,725.0,133.0,0,24.0,192.0,113.0,0,0,0,31531.0,11356.0,0,0,0,0,0,0,0,2462.0,0,0,0,0
